"","taxon","lfc_(Intercept)","lfc_age","lfc_sexM","lfc_bmi","se_(Intercept)","se_age","se_sexM","se_bmi","W_(Intercept)","W_age","W_sexM","W_bmi","p_(Intercept)","p_age","p_sexM","p_bmi","q_(Intercept)","q_age","q_sexM","q_bmi","diff_(Intercept)","diff_age","diff_sexM","diff_bmi"
"1102","Capnocytophaga granulosa",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1103","Paraprevotella xylaniphila",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1104","Streptococcus cristatus",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1105","Streptococcus plurextorum",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1106","Eubacterium sp. 3_1_31",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1107","Synergistes sp. 3_1_syn1",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1108","Clostridiales bacterium 1_7_47FAA",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1109","Butyrivibrio crossotus",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1110","Granulicatella adiacens",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1111","Abiotrophia defectiva",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1112","Actinomyces massiliensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1113","Pseudobutyrivibrio ruminis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1114","Ruminococcus lactaris",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1115","Veillonella magna",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1116","Bacteroides stercoris",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1117","Lachnoanaerobaculum saburreum",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1118","Acinetobacter baumannii",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1119","Prevotella histicola",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1120","Gordonibacter pamelaeae",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1121","Bifidobacterium bombi",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1122","[Clostridium] viride",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1123","Pantoea septica",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1124","Hydrogenoanaerobacterium saccharovorans",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1125","Aneurinibacillus migulanus",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1126","Lautropia mirabilis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1127","Lactobacillus rhamnosus",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1128","Bibersteinia trehalosi",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1129","Bacteroides graminisolvens",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1130","Lactobacillus crispatus",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1131","Brevibacterium ravenspurgense",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1132","Serratia fonticola",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1133","Acinetobacter pittii",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1134","Neisseria cinerea",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1135","Actinophytocola xinjiangensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1136","Dialister succinatiphilus",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1137","Barnesiella intestinihominis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1138","Parasutterella excrementihominis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1139","Neisseria mucosa",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1140","Neisseria elongata",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1141","Streptomyces specialis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1142","Porphyromonas bennonis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1143","Butyricicoccus pullicaecorum",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1144","Eggerthella sp. YY7918",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1145","Streptococcus porci",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1146","Kingella kingae",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1147","Kushneria aurantia",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1148","Peptoniphilus duerdenii",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1149","Cloacibacillus evryensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1150","Alcaligenes faecalis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1151","[Eubacterium] saphenum",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1152","Candidatus Azobacteroides pseudotrichonymphae",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1153","Kluyvera ascorbata",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1154","Pediococcus damnosus",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1155","Tetragenococcus halophilus",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1156","Pontibacillus litoralis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1157","Bifidobacterium mongoliense",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1158","Alcanivorax hongdengensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1159","Acinetobacter venetianus",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1160","Helcobacillus massiliensis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1161","Mitsuokella multacida",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1162","Prevotella dentalis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1163","Actinomyces gerencseriae",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1164","Actinomyces meyeri",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1165","Enterococcus durans",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1166","Enterococcus mundtii",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1167","Brevibacterium mcbrellneri",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1168","Treponema socranskii",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1169","Blautia hydrogenotrophica",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1170","Peptoniphilus harei",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1171","Corynebacterium lubricantis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1172","Carboxydothermus ferrireducens",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1173","Raoultella ornithinolytica",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1174","Actinomyces oris",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1175","Actinomyces johnsonii",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1176","Butyricimonas synergistica",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1177","Butyricimonas virosa",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1178","Citrobacter freundii",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1179","[Enterobacter] aerogenes",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1180","Pantoea agglomerans",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1181","Bavariicoccus seileri",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1182","Enterobacter cloacae",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1183","Erwinia amylovora",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1184","Erwinia persicina",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1185","Erysipelotrichaceae bacterium 5_2_54FAA",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1186","Ruminococcaceae bacterium D16",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1187","Pantoea ananatis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1188","Pectobacterium carotovorum",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1189","Phocaeicola abscessus",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1190","Actinomyces graevenitzii",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1191","Bacteroides sp. D2",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1192","Coprobacillus sp. D6",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1193","Propionibacterium acidifaciens",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1194","Escherichia coli",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1195","Shimwellia blattae",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1196","Atlantibacter hermannii",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1197","Escherichia vulneris",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1198","Klebsiella oxytoca",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1199","Klebsiella pneumoniae",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1200","Parabacteroides gordonii",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1201","Enterococcus asini",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1202","Candidatus Arsenophonus triatominarum",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1203","Kluyvera cryocrescens",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1204","Enterorhabdus mucosicola",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1205","Morganella morganii",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1206","Treponema medium",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1207","Proteus mirabilis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1208","Providencia rettgeri",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1209","Providencia stuartii",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1210","Prevotella fusca",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1211","Prevotella scopos",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1212","Prevotella dentasini",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1213","Ruminococcus faecis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1214","Actinotignum schaalii",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1215","Prevotella aurantiaca",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1216","Pantoea dispersa",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1217","Corynebacterium pyruviciproducens",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1218","Prevotella pallens",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1219","Olsenella umbonata",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1220","Lactobacillus paraplantarum",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1221","Holdemania filiformis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1222","Serratia liquefaciens",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1223","Serratia marcescens",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1224","Corynebacterium durum",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1225","Lamprocystis purpurea",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1226","Lelliottia amnigena",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1227","Pluralibacter gergoviae",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1228","Kluyvera intermedia",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1229","Serratia rubidaea",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1230","Serratia odorifera",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1231","Candidatus Endobugula sertula",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1232","Shigella dysenteriae",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1233","Shigella flexneri",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1234","Bacteroides fluxus",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1235","Bacteroides oleiciplenus",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1236","Alistipes indistinctus",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1237","Odoribacter laneus",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1238","Slackia piriformis",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
"1239","Collinsella tanakaei",0,0,0,0,0.459174428098572,0.459174428098572,0.459174428098572,0.459174428098572,0,0,0,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
